question,context
How does the application of `ragas.testset.transforms.apply_transforms` modify the initial `KnowledgeGraph`?,"3.  **Document Conversion:** Your Langchain `Document` objects are converted into Ragas' internal `Node` representation, specifically `NodeType.DOCUMENT`. Each node holds the `page_content` and `metadata`.

4.  **Initial Knowledge Graph:** A `KnowledgeGraph` object is created, initially containing just these document nodes.

5.  **Applying Transformations:** The core processing happens here using `ragas.testset.transforms.apply_transforms`. The chosen `transforms` (default or custom) are executed sequentially on the `KnowledgeGraph`. This modifies the graph by:
    *   Adding new nodes (e.g., chunks, questions, answers).
    *   Adding relationships between nodes (e.g., linking a question to the chunk it came from).
    The generator's internal `knowledge_graph` attribute is updated with this processed graph."
What is the purpose of the `self.generate()` method in the context of creating test samples?,"6.  **Delegation to `generate()`:** Now that the foundational knowledge graph with basic Q&A pairs is built (thanks to transformations), `generate_with_langchain_docs` calls the main `self.generate()` method. This method handles the final step of creating the diverse test samples.

**Spotlight: Default Transformations (`default_transforms`)**

When you don't specify custom transformations, Ragas applies a sensible default pipeline to prepare your documents:"
What happens if you do not specify custom transformations when preparing your documents with Ragas?,"6.  **Delegation to `generate()`:** Now that the foundational knowledge graph with basic Q&A pairs is built (thanks to transformations), `generate_with_langchain_docs` calls the main `self.generate()` method. This method handles the final step of creating the diverse test samples.

**Spotlight: Default Transformations (`default_transforms`)**

When you don't specify custom transformations, Ragas applies a sensible default pipeline to prepare your documents:"
What is the purpose of the chunking step in Ragas' default document preparation pipeline?,"When you don't specify custom transformations, Ragas applies a sensible default pipeline to prepare your documents:

1.  **Chunking (`SentenceChunker`):** Breaks down your large documents into smaller, more manageable chunks (often sentences or groups of sentences). This is essential for focused retrieval and question generation.
2.  **Embedding:** Generates vector embeddings for each chunk using the provided embedding model. These are needed for similarity-based operations.
3.  **Filtering (`SimilarityFilter`, `InformationFilter`):** Removes redundant chunks (those too similar to others) and potentially low-information chunks to clean up the knowledge base.
4.  **Base Q&A Generation (`QAGenerator`):** This is where the initial, simple question-answer pairs are created. The generator looks at individual (filtered) chunks and uses an LLM to formulate straightforward questions whose answers are directly present in that chunk."
How does the filtering stage improve the quality of the knowledge base in Ragas' pipeline?,"When you don't specify custom transformations, Ragas applies a sensible default pipeline to prepare your documents:

1.  **Chunking (`SentenceChunker`):** Breaks down your large documents into smaller, more manageable chunks (often sentences or groups of sentences). This is essential for focused retrieval and question generation.
2.  **Embedding:** Generates vector embeddings for each chunk using the provided embedding model. These are needed for similarity-based operations.
3.  **Filtering (`SimilarityFilter`, `InformationFilter`):** Removes redundant chunks (those too similar to others) and potentially low-information chunks to clean up the knowledge base.
4.  **Base Q&A Generation (`QAGenerator`):** This is where the initial, simple question-answer pairs are created. The generator looks at individual (filtered) chunks and uses an LLM to formulate straightforward questions whose answers are directly present in that chunk."
What is the role of the `self.generate()` method in the process of creating test questions from the knowledge graph?,"Essentially, the default transformations build a knowledge graph populated with embedded, filtered document chunks and corresponding simple, extractive question-answer pairs.

**Spotlight: Query Synthesizers (via `self.generate()` and `default_query_distribution`)**

The `self.generate()` method, called by `generate_with_langchain_docs`, is responsible for taking the foundational graph and creating the final, potentially complex, test questions using **Query Synthesizers** (also referred to as ""evolutions"" or ""scenarios"")."
"How do Query Synthesizers, also known as ""evolutions"" or ""scenarios,"" contribute to the generation of final test questions?","Essentially, the default transformations build a knowledge graph populated with embedded, filtered document chunks and corresponding simple, extractive question-answer pairs.

**Spotlight: Query Synthesizers (via `self.generate()` and `default_query_distribution`)**

The `self.generate()` method, called by `generate_with_langchain_docs`, is responsible for taking the foundational graph and creating the final, potentially complex, test questions using **Query Synthesizers** (also referred to as ""evolutions"" or ""scenarios"")."
What happens if you do not provide a `query_distribution` parameter when calling `self.generate()`?,"*   **Query Distribution:** `self.generate()` uses a `query_distribution` parameter. If you don't provide one, it calls `ragas.testset.synthesizers.default_query_distribution`.
*   **Default Synthesizers:** This default distribution defines a mix of different synthesizer types and the probability of using each one. Common defaults include:
    *   **`simple`:** Takes the base Q&A pairs generated during transformation and potentially rephrases them slightly.
    *   **`reasoning`:** Creates questions requiring logical inference based on the context in the graph.
    *   **`multi_context`:** Generates questions needing information synthesized from multiple different chunks/nodes in the graph.
    *   **`conditional`:** Creates questions with ""if/then"" clauses based on information in the graph."
What type of questions does the `multi_context` synthesizer generate according to the default query distribution?,"*   **Query Distribution:** `self.generate()` uses a `query_distribution` parameter. If you don't provide one, it calls `ragas.testset.synthesizers.default_query_distribution`.
*   **Default Synthesizers:** This default distribution defines a mix of different synthesizer types and the probability of using each one. Common defaults include:
    *   **`simple`:** Takes the base Q&A pairs generated during transformation and potentially rephrases them slightly.
    *   **`reasoning`:** Creates questions requiring logical inference based on the context in the graph.
    *   **`multi_context`:** Generates questions needing information synthesized from multiple different chunks/nodes in the graph.
    *   **`conditional`:** Creates questions with ""if/then"" clauses based on information in the graph."
"If the `testset_size` is increased, then how does `self.generate()` adjust the number of questions of each type?","*   **`conditional`:** Creates questions with ""if/then"" clauses based on information in the graph.
*   **Generation Process:** `self.generate()` calculates how many questions of each type to create based on the `testset_size` and the distribution probabilities. It then uses an `Executor` to run the appropriate synthesizers, generating the final `TestsetSample` objects that make up your evaluation dataset."
